escenario,division_a,division_b,estilo_a,estilo_b,semilla,coincide_con_fotogramas,goles,goles_local,goles_visitante,tiros,posesion_pct,pases,perdidas,pases_intentados,faltas,penales,offsides,amarillas,rojas,ticks,resistencia_final_pct,mitades_cortadas,fotogramas,controlada_pct,pelota_parada_pct,posesiones,duracion_posesion_seg,recuperaciones_altas,recorrido_total_m,ms_sin_fotogramas,ms_con_fotogramas
D5 parejo,5,5,Presion alta,Contragolpe,77100,true,3.0,3.0,0.0,8.0,51.7453798767967,31.0,26.0,48.0,2.0,0.0,0.0,0.0,0.0,1012.0,87.8123636363636,0.0,1012.0,61.1601513240858,21.6403162055336,36.0,3.36805555555556,5.0,17020.5813563935,391.131,449.468
D5 parejo,5,5,Presion alta,Contragolpe,77113,true,2.0,2.0,0.0,5.0,60.2972399150743,37.0,23.0,51.0,5.0,0.0,1.0,3.0,0.0,990.0,87.8385454545455,0.0,990.0,61.8857901726428,23.9393939393939,33.0,3.53030303030303,6.0,16827.7084277057,366.038,360.961
D5 parejo,5,5,Presion alta,Contragolpe,77126,true,4.0,2.0,2.0,6.0,55.6756756756757,41.0,12.0,48.0,5.0,1.0,0.0,0.0,0.0,964.0,90.4370909090909,0.0,964.0,51.4084507042254,26.3485477178423,26.0,3.50961538461538,5.0,17055.8805217684,328.288,364.585
D5 parejo,5,5,Presion alta,Contragolpe,77139,true,2.0,2.0,0.0,6.0,50.0,33.0,30.0,48.0,1.0,0.0,0.0,0.0,0.0,990.0,82.8967272727273,0.0,990.0,65.370595382746,16.8686868686869,45.0,2.98888888888889,11.0,16229.7405660168,323.728,386.787
D5 parejo,5,5,Presion alta,Contragolpe,77152,true,2.0,2.0,0.0,8.0,51.3238289205703,38.0,23.0,52.0,1.0,0.0,1.0,0.0,0.0,968.0,89.1312727272727,0.0,968.0,61.5676359039191,18.2851239669421,36.0,3.38194444444444,7.0,18458.7299677104,348.268,392.698
D5 parejo,5,5,Presion alta,Contragolpe,77165,true,4.0,1.0,3.0,10.0,51.7857142857143,42.0,14.0,51.0,4.0,0.0,0.0,1.0,0.0,1000.0,87.1643636363636,0.0,1000.0,60.4081632653061,26.5,30.0,3.7,6.0,15517.655380312,321.18,398.57
D5 parejo,5,5,Presion alta,Contragolpe,77178,true,6.0,5.0,1.0,10.0,60.6382978723404,47.0,12.0,53.0,2.0,0.0,0.0,0.0,0.0,1019.0,86.7421818181818,0.0,1019.0,59.2875318066158,22.8655544651619,29.0,4.01724137931035,3.0,17033.8202549782,380.353,416.714
D5 parejo,5,5,Presion alta,Contragolpe,77191,true,2.0,2.0,0.0,9.0,47.8359908883827,45.0,15.0,59.0,2.0,0.0,0.0,1.0,0.0,961.0,90.028,0.0,961.0,54.9810844892812,17.4817898022893,30.0,3.63333333333333,4.0,19029.2057355322,321.251,339.139
D5 parejo,5,5,Presion alta,Contragolpe,77204,true,1.0,0.0,1.0,7.0,48.25,44.0,18.0,58.0,4.0,1.0,1.0,2.0,0.0,961.0,92.5905454545455,0.0,961.0,54.0245566166439,23.7252861602497,30.0,3.3,8.0,16995.0530793769,307.308,354.253
D5 parejo,5,5,Presion alta,Contragolpe,77217,true,2.0,2.0,0.0,6.0,56.4053537284895,37.0,23.0,52.0,2.0,0.0,0.0,0.0,0.0,1001.0,87.6683636363636,0.0,1001.0,64.0836408364084,18.7812187812188,35.0,3.72142857142857,6.0,15908.4868209945,371.592,457.525
D5 parejo,5,5,Presion alta,Contragolpe,77230,true,4.0,3.0,1.0,5.0,52.0255863539446,31.0,23.0,46.0,5.0,1.0,0.0,2.0,0.0,1022.0,82.7167272727273,0.0,1022.0,63.8620689655172,29.0606653620352,37.0,3.12837837837838,9.0,14424.3012310974,305.715,347.58
D5 parejo,5,5,Presion alta,Contragolpe,77243,true,2.0,1.0,1.0,9.0,54.3689320388349,40.0,20.0,58.0,2.0,0.0,0.0,0.0,0.0,1013.0,90.2309090909091,0.0,1013.0,52.9182879377432,23.8894373149062,31.0,3.29032258064516,7.0,15781.819974405,375.202,401.441
D5 favorito,5,8,Tiki taka,Juego directo,77100,true,6.0,6.0,0.0,8.0,54.0983606557377,52.0,15.0,65.0,4.0,1.0,1.0,1.0,0.0,1013.0,88.0610909090909,0.0,1013.0,54.6969696969697,34.8469891411649,29.0,3.11206896551724,7.0,13401.2965470799,301.445,352.346
D5 favorito,5,8,Tiki taka,Juego directo,77113,true,3.0,3.0,0.0,13.0,42.9042904290429,26.0,22.0,48.0,4.0,0.0,2.0,2.0,0.0,1012.0,86.6669090909091,0.0,1012.0,53.3807829181495,44.4664031620553,37.0,2.02702702702703,15.0,13225.3607875557,285.099,312.174
D5 favorito,5,8,Tiki taka,Juego directo,77126,true,2.0,2.0,0.0,6.0,47.1395881006865,35.0,32.0,60.0,5.0,0.0,0.0,1.0,0.0,960.0,90.1196363636364,0.0,960.0,57.8457446808511,21.6666666666667,46.0,2.36413043478261,16.0,17017.8967257369,367.62,365.662
D5 favorito,5,8,Tiki taka,Juego directo,77139,true,3.0,3.0,0.0,8.0,57.843137254902,43.0,28.0,64.0,2.0,0.0,1.0,1.0,0.0,998.0,82.7330909090909,0.0,998.0,65.5886157826649,22.5450901803607,42.0,3.01785714285714,13.0,15415.6361056874,323.397,359.801
D5 favorito,5,8,Tiki taka,Juego directo,77152,true,7.0,7.0,0.0,11.0,58.8942307692308,49.0,18.0,65.0,2.0,0.0,1.0,0.0,0.0,987.0,88.4636363636363,0.0,987.0,59.8265895953757,29.8885511651469,35.0,2.95714285714286,7.0,15815.7013025242,334.509,367.025
D5 favorito,5,8,Tiki taka,Juego directo,77165,true,3.0,3.0,0.0,11.0,52.7906976744186,40.0,20.0,57.0,2.0,0.0,0.0,0.0,0.0,992.0,87.9890909090909,0.0,992.0,56.3899868247694,23.4879032258065,36.0,2.97222222222222,5.0,16106.2755440328,356.848,391.161
D5 favorito,5,8,Tiki taka,Juego directo,77178,true,4.0,4.0,0.0,6.0,64.3192488262911,50.0,21.0,73.0,4.0,1.0,1.0,0.0,0.0,973.0,89.5829090909091,0.0,973.0,60.5755395683453,28.5714285714286,35.0,3.00714285714286,14.0,15681.6317534295,311.458,369.551
D5 favorito,5,8,Tiki taka,Juego directo,77191,true,4.0,4.0,0.0,7.0,56.6265060240964,50.0,18.0,64.0,3.0,0.0,1.0,1.0,0.0,1027.0,87.9269090909091,0.0,1027.0,56.1141304347826,28.3349561830575,26.0,3.97115384615385,5.0,16004.1763192978,361.9,386.452
D5 favorito,5,8,Tiki taka,Juego directo,77204,true,6.0,6.0,0.0,11.0,55.4323725055432,43.0,28.0,69.0,3.0,0.0,0.0,2.0,0.0,1012.0,88.4898181818182,0.0,1012.0,63.0252100840336,29.4466403162055,47.0,2.3936170212766,17.0,16589.297335957,320.386,366.155
D5 favorito,5,8,Tiki taka,Juego directo,77217,true,7.0,7.0,0.0,8.0,62.3678646934461,61.0,22.0,79.0,3.0,0.0,1.0,1.0,0.0,1058.0,86.2054545454546,0.0,1058.0,65.0618982118294,31.2854442344045,32.0,3.6953125,6.0,13615.7622673874,338.86,383.049
D5 favorito,5,8,Tiki taka,Juego directo,77230,true,5.0,5.0,0.0,11.0,60.8017817371938,36.0,22.0,55.0,3.0,1.0,0.0,2.0,0.0,1020.0,84.3956363636364,0.0,1020.0,59.5174262734584,26.8627450980392,41.0,2.70731707317073,12.0,15488.3620175748,378.201,400.57
D5 favorito,5,8,Tiki taka,Juego directo,77243,true,4.0,4.0,0.0,7.0,54.0305010893246,47.0,20.0,65.0,2.0,0.0,0.0,1.0,0.0,1017.0,86.9189090909091,0.0,1017.0,58.0769230769231,23.3038348082596,35.0,3.23571428571429,10.0,15540.802955577,314.597,390.442
D5 favorito,5,8,Presion alta,Contragolpe,77100,true,4.0,4.0,0.0,9.0,59.7802197802198,31.0,22.0,47.0,2.0,0.0,1.0,0.0,0.0,1002.0,85.852,0.0,1002.0,61.2771739130435,26.5469061876247,35.0,3.22142857142857,9.0,14159.9758379132,330.292,365.799
D5 favorito,5,8,Presion alta,Contragolpe,77113,true,5.0,5.0,0.0,10.0,50.1144164759725,35.0,19.0,46.0,4.0,0.0,0.0,2.0,1.0,1030.0,88.8498181818182,0.0,1030.0,60.7843137254902,30.6796116504854,36.0,3.01388888888889,13.0,14417.692547786,282.822,328.016
D5 favorito,5,8,Presion alta,Contragolpe,77126,true,4.0,4.0,0.0,9.0,57.9741379310345,41.0,16.0,49.0,3.0,0.0,0.0,1.0,0.0,1009.0,87.328,0.0,1009.0,59.6129032258064,23.191278493558,29.0,3.98275862068966,7.0,16471.5358175568,298.775,362.193
D5 favorito,5,8,Presion alta,Contragolpe,77139,true,2.0,2.0,0.0,12.0,51.6129032258064,35.0,21.0,49.0,3.0,0.0,0.0,2.0,0.0,994.0,85.6818181818182,0.0,994.0,58.8477366255144,26.6599597585513,37.0,2.89864864864865,16.0,14171.7263162217,328.245,359.856
D5 favorito,5,8,Presion alta,Contragolpe,77152,true,8.0,8.0,0.0,11.0,57.5,29.0,30.0,49.0,3.0,0.0,0.0,2.0,1.0,1032.0,85.1941818181818,0.0,1032.0,64.9776453055142,34.9806201550388,44.0,2.47727272727273,13.0,13916.5547061464,307.827,383.905
D5 favorito,5,8,Presion alta,Contragolpe,77165,true,5.0,4.0,1.0,7.0,53.5864978902954,34.0,22.0,51.0,5.0,1.0,0.0,2.0,0.0,1023.0,86.968,0.0,1023.0,66.1040787623066,30.4985337243402,42.0,2.79761904761905,11.0,14222.4846556873,338.674,390.288
D5 favorito,5,8,Presion alta,Contragolpe,77178,true,5.0,5.0,0.0,12.0,51.7412935323383,35.0,19.0,54.0,2.0,0.0,0.0,1.0,0.0,967.0,88.876,0.0,967.0,57.2661870503597,28.1282316442606,35.0,2.84285714285714,13.0,15421.8877640484,353.767,394.691
D5 favorito,5,8,Presion alta,Contragolpe,77191,true,5.0,5.0,0.0,9.0,56.7757009345794,38.0,17.0,56.0,1.0,0.0,1.0,0.0,0.0,966.0,89.6647272727273,0.0,966.0,56.4814814814815,21.7391304347826,31.0,3.44354838709677,5.0,16829.960066376,341.416,388.679
D5 favorito,5,8,Presion alta,Contragolpe,77204,true,6.0,6.0,0.0,11.0,60.4368932038835,34.0,22.0,49.0,5.0,0.0,0.0,2.0,0.0,995.0,86.3854545454545,0.0,995.0,61.854103343465,33.8693467336683,34.0,2.99264705882353,13.0,13400.5784262356,298.274,338.049
D5 favorito,5,8,Presion alta,Contragolpe,77217,true,6.0,6.0,0.0,7.0,64.9553571428571,33.0,21.0,50.0,4.0,0.0,1.0,1.0,0.0,1031.0,86.4214545454546,0.0,1031.0,64.2135642135642,32.7837051406402,32.0,3.4765625,2.0,13948.9650213125,359.633,387.696
D5 favorito,5,8,Presion alta,Contragolpe,77230,true,5.0,5.0,0.0,11.0,66.8981481481482,25.0,19.0,45.0,4.0,0.0,0.0,3.0,0.0,1029.0,87.7796363636364,0.0,1029.0,63.1811487481591,34.0136054421769,32.0,3.3515625,9.0,13953.7190075609,282.612,370.676
D5 favorito,5,8,Presion alta,Contragolpe,77243,true,5.0,5.0,0.0,14.0,56.7430025445293,26.0,22.0,47.0,4.0,0.0,0.0,0.0,0.0,1090.0,81.352,0.0,1090.0,59.2987804878049,39.8165137614679,35.0,2.77857142857143,15.0,12298.6547686677,350.721,374.974
D10 parejo,10,10,Tiki taka,Juego directo,77100,true,3.0,3.0,0.0,7.0,51.9067796610169,50.0,22.0,65.0,4.0,0.0,1.0,0.0,0.0,960.0,86.3854545454545,0.0,960.0,63.4877384196185,23.5416666666667,33.0,3.53030303030303,8.0,14519.6419765461,358.682,365.457
D10 parejo,10,10,Tiki taka,Juego directo,77113,true,1.0,1.0,0.0,7.0,53.7525354969574,43.0,24.0,60.0,4.0,0.0,0.0,2.0,0.0,1036.0,86.0058181818182,0.0,1036.0,63.6245110821382,25.965250965251,33.0,3.6969696969697,10.0,13950.0646795093,369.986,409.511
D10 parejo,10,10,Tiki taka,Juego directo,77126,true,1.0,0.0,1.0,4.0,58.0152671755725,54.0,24.0,62.0,1.0,0.0,1.0,1.0,0.0,1015.0,83.6069090909091,0.0,1015.0,63.4803921568627,19.6059113300493,37.0,3.5,8.0,13706.7628888029,339.505,372.369
D10 parejo,10,10,Tiki taka,Juego directo,77139,true,1.0,1.0,0.0,10.0,46.0474308300395,44.0,20.0,51.0,0.0,0.0,1.0,0.0,0.0,1010.0,81.5418181818182,0.0,1010.0,63.3501259445844,21.3861386138614,31.0,4.05645161290323,10.0,14424.7550880974,355.522,388.791
D10 parejo,10,10,Tiki taka,Juego directo,77152,true,0.0,0.0,0.0,6.0,53.427065026362,48.0,29.0,71.0,0.0,0.0,0.0,0.0,0.0,1011.0,86.6734545454545,0.0,1011.0,64.180790960452,12.4629080118694,45.0,3.15555555555556,14.0,16751.9923818321,358.806,464.786
D10 parejo,10,10,Tiki taka,Juego directo,77165,true,1.0,0.0,1.0,9.0,48.9406779661017,35.0,30.0,62.0,2.0,0.0,1.0,1.0,0.0,1006.0,88.0250909090909,0.0,1006.0,61.1764705882353,23.9562624254473,47.0,2.48936170212766,14.0,14203.6680041058,356.253,419.276
D10 parejo,10,10,Tiki taka,Juego directo,77178,true,1.0,0.0,1.0,5.0,54.4715447154472,43.0,15.0,55.0,3.0,0.0,1.0,1.0,0.0,1003.0,83.8949090909091,0.0,1003.0,61.5969581749049,21.3359920239282,31.0,3.91935483870968,7.0,15214.6528068111,398.908,431.766
D10 parejo,10,10,Tiki taka,Juego directo,77191,true,1.0,1.0,0.0,8.0,51.1677282377919,46.0,23.0,65.0,2.0,0.0,2.0,1.0,0.0,968.0,82.8050909090909,0.0,968.0,62.0689655172414,22.1074380165289,37.0,3.16216216216216,14.0,14545.7863572119,340.171,341.47
D10 parejo,10,10,Tiki taka,Juego directo,77204,true,1.0,0.0,1.0,12.0,47.6190476190476,35.0,19.0,52.0,1.0,0.0,0.0,1.0,0.0,996.0,84.952,0.0,996.0,56.0646900269542,25.5020080321285,37.0,2.81081081081081,10.0,14734.3609963251,331.943,363.945
D10 parejo,10,10,Tiki taka,Juego directo,77217,true,1.0,1.0,0.0,2.0,58.587786259542,41.0,32.0,60.0,4.0,0.0,1.0,1.0,0.0,1000.0,78.292,0.0,1000.0,66.882276843467,22.7,40.0,3.23125,12.0,12813.2303598283,307.321,394.068
D10 parejo,10,10,Tiki taka,Juego directo,77230,true,4.0,2.0,2.0,8.0,54.2528735632184,39.0,19.0,53.0,7.0,0.0,0.0,3.0,0.0,1024.0,80.4618181818182,0.0,1024.0,64.0060240963855,35.15625,30.0,3.54166666666667,9.0,11434.8998470901,289.273,382.741
D10 parejo,10,10,Tiki taka,Juego directo,77243,true,3.0,2.0,1.0,8.0,43.1168831168831,37.0,19.0,55.0,4.0,0.0,0.0,3.0,0.0,1037.0,87.0890909090909,0.0,1037.0,55.4411764705882,34.4262295081967,31.0,3.04032258064516,8.0,12154.6038308747,347.422,373.187
D10 parejo,10,10,Presion alta,Contragolpe,77100,true,3.0,3.0,0.0,7.0,54.9603174603175,28.0,24.0,42.0,5.0,0.0,0.0,0.0,0.0,1018.0,79.0709090909091,0.0,1018.0,69.2737430167598,29.6660117878193,37.0,3.35135135135135,12.0,12731.5061978807,306.51,371.142
D10 parejo,10,10,Presion alta,Contragolpe,77113,true,4.0,2.0,2.0,8.0,51.5094339622642,32.0,26.0,46.0,2.0,0.0,0.0,1.0,0.0,1051.0,80.7105454545454,0.0,1051.0,66.7090216010165,25.1189343482398,39.0,3.36538461538462,11.0,14097.4770781715,307.683,399.312
D10 parejo,10,10,Presion alta,Contragolpe,77126,true,1.0,1.0,0.0,8.0,58.6056644880174,39.0,16.0,44.0,5.0,0.0,0.0,1.0,0.0,1011.0,83.4825454545455,0.0,1011.0,63.3566433566434,29.2779426310584,26.0,4.35576923076923,7.0,12361.4693719765,308.147,384.715
D10 parejo,10,10,Presion alta,Contragolpe,77139,true,1.0,0.0,1.0,5.0,47.9646017699115,32.0,27.0,43.0,4.0,0.0,0.0,1.0,0.0,960.0,79.1298181818182,0.0,960.0,73.3595800524934,20.625,34.0,4.11029411764706,9.0,13140.3924287571,289.191,360.878
D10 parejo,10,10,Presion alta,Contragolpe,77152,true,1.0,0.0,1.0,8.0,44.4227005870842,31.0,32.0,46.0,2.0,0.0,0.0,2.0,0.0,997.0,81.1425454545454,0.0,997.0,64.4218551461245,21.0631895687061,41.0,3.09146341463415,10.0,14781.8970994075,360.444,378.956
D10 parejo,10,10,Presion alta,Contragolpe,77165,true,3.0,0.0,3.0,9.0,45.8585858585859,27.0,29.0,45.0,3.0,0.0,0.0,1.0,0.0,1008.0,81.3225454545454,0.0,1008.0,66.2585034013605,27.0833333333333,42.0,2.89880952380952,12.0,13557.5919840908,366.934,419.123
D10 parejo,10,10,Presion alta,Contragolpe,77178,true,3.0,2.0,1.0,9.0,57.9520697167756,29.0,20.0,41.0,4.0,0.0,0.0,2.0,0.0,960.0,79.8236363636364,0.0,960.0,67.8571428571429,30.0,28.0,4.07142857142857,7.0,12535.8263238836,300.437,328.982
D10 parejo,10,10,Presion alta,Contragolpe,77191,true,2.0,2.0,0.0,6.0,52.9739776951673,37.0,21.0,49.0,2.0,0.0,1.0,0.0,0.0,1027.0,80.4781818181818,0.0,1027.0,65.6019656019656,20.7400194741967,34.0,3.92647058823529,9.0,15517.5141369223,399.252,407.026
D10 parejo,10,10,Presion alta,Contragolpe,77204,true,1.0,1.0,0.0,5.0,62.4513618677043,44.0,23.0,55.0,5.0,0.0,0.0,3.0,0.0,1040.0,82.5792727272727,0.0,1040.0,64.3037974683544,24.0384615384615,33.0,3.84848484848485,6.0,13607.0722279061,330.369,395.278
D10 parejo,10,10,Presion alta,Contragolpe,77217,true,2.0,2.0,0.0,5.0,56.8181818181818,29.0,18.0,38.0,1.0,0.0,0.0,0.0,0.0,1005.0,81.3192727272727,0.0,1005.0,68.3311432325887,24.2786069651741,32.0,4.0625,4.0,12360.2447640983,313.057,383.946
D10 parejo,10,10,Presion alta,Contragolpe,77230,true,4.0,1.0,3.0,9.0,51.4227642276423,35.0,17.0,44.0,2.0,0.0,0.0,2.0,0.0,1005.0,79.84,0.0,1005.0,66.2143826322931,26.6666666666667,27.0,4.51851851851852,6.0,12825.2138887333,341.406,381.172
D10 parejo,10,10,Presion alta,Contragolpe,77243,true,2.0,2.0,0.0,5.0,48.6692015209125,40.0,23.0,53.0,1.0,0.0,1.0,0.0,0.0,960.0,80.5632727272727,0.0,960.0,65.5388471177945,16.875,35.0,3.73571428571429,9.0,13897.7189439488,347.773,412.851
D10 tapado,10,7,Tiki taka,Juego directo,77100,true,3.0,1.0,2.0,7.0,43.3852140077821,57.0,16.0,70.0,1.0,0.0,0.0,0.0,0.0,1011.0,86.4018181818182,0.0,1011.0,60.9988109393579,16.8150346191889,25.0,5.13,1.0,16151.6926651664,379.248,450.868
D10 tapado,10,7,Tiki taka,Juego directo,77113,true,4.0,0.0,4.0,12.0,42.9280397022332,26.0,28.0,53.0,3.0,1.0,1.0,1.0,0.0,964.0,88.5781818181818,0.0,964.0,61.8012422360248,33.195020746888,41.0,2.42682926829268,14.0,12554.1688095696,309.695,340.646
D10 tapado,10,7,Tiki taka,Juego directo,77126,true,4.0,0.0,4.0,5.0,46.0526315789474,50.0,16.0,67.0,3.0,0.0,0.0,0.0,0.0,1058.0,87.1970909090909,0.0,1058.0,58.8235294117647,27.6937618147448,28.0,4.01785714285714,3.0,15224.4598359705,366.807,379.224
D10 tapado,10,7,Tiki taka,Juego directo,77139,true,2.0,0.0,2.0,7.0,50.8196721311475,44.0,24.0,58.0,4.0,0.0,0.0,3.0,0.0,1033.0,82.9687272727273,0.0,1033.0,68.9873417721519,23.5237173281704,31.0,4.39516129032258,9.0,15166.8258529493,353.545,453.12
D10 tapado,10,7,Tiki taka,Juego directo,77152,true,4.0,0.0,4.0,9.0,43.6936936936937,43.0,25.0,62.0,2.0,0.0,2.0,2.0,0.0,1011.0,86.7978181818182,0.0,1011.0,60.7438016528926,28.1899109792285,35.0,3.15,8.0,15239.2702409302,363.106,438.221
D10 tapado,10,7,Tiki taka,Juego directo,77165,true,0.0,0.0,0.0,7.0,48.7623762376238,33.0,22.0,55.0,3.0,0.0,2.0,1.0,0.0,1068.0,89.1705454545455,0.0,1068.0,54.3478260869565,31.0861423220974,42.0,2.38095238095238,15.0,15305.0937264639,366.184,415.058
D10 tapado,10,7,Tiki taka,Juego directo,77178,true,5.0,0.0,5.0,9.0,44.4924406047516,33.0,30.0,60.0,4.0,0.0,0.0,2.0,0.0,1020.0,86.3429090909091,0.0,1020.0,64.0056022408964,30.0,41.0,2.78658536585366,9.0,14017.8886264355,369.393,401.567
D10 tapado,10,7,Tiki taka,Juego directo,77191,true,0.0,0.0,0.0,4.0,60.0,40.0,27.0,63.0,3.0,0.0,0.0,1.0,0.0,973.0,83.224,0.0,973.0,61.840490797546,16.2384378211716,42.0,3.0,15.0,17141.0332003917,389.264,418.753
D10 tapado,10,7,Tiki taka,Juego directo,77204,true,4.0,0.0,4.0,7.0,45.7516339869281,44.0,26.0,69.0,1.0,0.0,2.0,0.0,0.0,960.0,85.5705454545455,0.0,960.0,61.1702127659574,21.6666666666667,37.0,3.10810810810811,7.0,15618.1132810478,318.37,364.785
D10 tapado,10,7,Tiki taka,Juego directo,77217,true,2.0,0.0,2.0,10.0,55.7522123893805,34.0,18.0,45.0,3.0,0.0,2.0,2.0,0.0,1043.0,85.6556363636364,0.0,1043.0,60.651289009498,29.3384467881112,42.0,2.66071428571429,6.0,13525.4757942754,302.74,391.073
D10 tapado,10,7,Tiki taka,Juego directo,77230,true,2.0,0.0,2.0,10.0,55.1181102362205,46.0,24.0,59.0,4.0,0.0,0.0,1.0,0.0,1010.0,83.9996363636364,0.0,1010.0,63.7515842839037,21.8811881188119,43.0,2.92441860465116,14.0,15092.3282921415,331.969,444.056
D10 tapado,10,7,Tiki taka,Juego directo,77243,true,6.0,0.0,6.0,6.0,32.4263038548753,40.0,20.0,58.0,1.0,0.0,2.0,1.0,0.0,1005.0,86.9287272727273,0.0,1005.0,60.6944444444444,28.3582089552239,36.0,3.03472222222222,7.0,13306.0026039478,349.155,376.648
D10 tapado,10,7,Presion alta,Contragolpe,77100,true,1.0,1.0,0.0,10.0,49.789029535865,39.0,22.0,52.0,2.0,0.0,0.0,1.0,0.0,962.0,85.5410909090909,0.0,962.0,61.3874345549738,20.5821205821206,36.0,3.25694444444444,12.0,15330.915238478,346.219,378.165
D10 tapado,10,7,Presion alta,Contragolpe,77113,true,1.0,0.0,1.0,5.0,51.6326530612245,29.0,24.0,44.0,4.0,0.0,1.0,3.0,0.0,1010.0,83.9472727272727,0.0,1010.0,63.4564643799472,24.950495049505,43.0,2.79651162790698,15.0,15511.0490509452,336.812,371.731
D10 tapado,10,7,Presion alta,Contragolpe,77126,true,2.0,0.0,2.0,6.0,51.4957264957265,34.0,27.0,48.0,2.0,0.0,0.0,1.0,0.0,1000.0,80.8807272727273,0.0,1000.0,60.0260416666667,23.2,35.0,3.29285714285714,10.0,13408.8321501139,348.476,398.355
D10 tapado,10,7,Presion alta,Contragolpe,77139,true,3.0,0.0,3.0,13.0,40.461215932914,32.0,21.0,46.0,3.0,0.0,1.0,2.0,0.0,1018.0,83.692,0.0,1018.0,65.283540802213,28.9783889980354,31.0,3.80645161290323,9.0,13419.150454281,349.542,394.926
D10 tapado,10,7,Presion alta,Contragolpe,77152,true,6.0,0.0,6.0,10.0,36.0406091370558,25.0,26.0,44.0,3.0,0.0,1.0,3.0,0.0,1002.0,81.9476363636364,0.0,1002.0,59.2987804878049,34.5309381237525,34.0,2.86029411764706,5.0,14230.5359853078,305.701,345.837
D10 tapado,10,7,Presion alta,Contragolpe,77165,true,3.0,0.0,3.0,14.0,47.7142857142857,25.0,23.0,46.0,4.0,0.0,1.0,2.0,0.0,1012.0,86.9221818181818,0.0,1012.0,58.2214765100671,41.1067193675889,35.0,2.47857142857143,13.0,12131.5007767177,294.503,349.06
D10 tapado,10,7,Presion alta,Contragolpe,77178,true,1.0,1.0,0.0,7.0,59.4017094017094,36.0,18.0,44.0,2.0,1.0,0.0,2.0,0.0,1005.0,83.3843636363636,0.0,1005.0,61.436170212766,25.1741293532338,29.0,3.98275862068966,8.0,13470.9113520693,368.396,380.612
D10 tapado,10,7,Presion alta,Contragolpe,77191,true,2.0,1.0,1.0,5.0,55.2795031055901,32.0,26.0,48.0,7.0,0.0,0.0,3.0,0.0,1042.0,84.3530909090909,0.0,1042.0,63.5876840696118,28.3109404990403,39.0,3.04487179487179,11.0,15001.3614111074,337.145,376.921
D10 tapado,10,7,Presion alta,Contragolpe,77204,true,2.0,0.0,2.0,9.0,51.2820512820513,31.0,24.0,41.0,2.0,0.0,0.0,1.0,0.0,1071.0,80.3832727272727,0.0,1071.0,64.7058823529412,33.3333333333333,37.0,3.12162162162162,13.0,12528.1407186506,305.838,339.616
D10 tapado,10,7,Presion alta,Contragolpe,77217,true,1.0,0.0,1.0,4.0,55.9118236472946,40.0,22.0,54.0,3.0,0.0,1.0,0.0,0.0,1020.0,84.7687272727273,0.0,1020.0,62.4050632911392,22.5490196078431,34.0,3.625,8.0,13818.20754646,354.521,359.959
D10 tapado,10,7,Presion alta,Contragolpe,77230,true,1.0,0.0,1.0,6.0,55.668016194332,26.0,21.0,42.0,3.0,0.0,1.0,0.0,0.0,960.0,82.5956363636364,0.0,960.0,67.2176308539945,24.375,30.0,4.06666666666667,9.0,14092.9200081924,276.532,374.6
D10 tapado,10,7,Presion alta,Contragolpe,77243,true,3.0,0.0,3.0,6.0,41.8467583497053,31.0,24.0,45.0,0.0,0.0,0.0,0.0,0.0,963.0,84.2909090909091,0.0,963.0,63.3626097867001,17.2377985462098,36.0,3.50694444444444,9.0,14150.7737608983,347.809,371.803
