escenario,division_a,division_b,estilo_a,estilo_b,semilla,coincide_con_fotogramas,goles,goles_local,goles_visitante,tiros,posesion_pct,pases,perdidas,pases_intentados,faltas,penales,offsides,amarillas,rojas,ticks,resistencia_final_pct,mitades_cortadas,fotogramas,controlada_pct,pelota_parada_pct,posesiones,duracion_posesion_seg,recuperaciones_altas,recorrido_total_m,ms_sin_fotogramas,ms_con_fotogramas
D5 parejo,5,5,Presion alta,Contragolpe,77113,true,2.0,1.0,1.0,2.0,48.4787018255578,42.0,30.0,54.0,4.0,1.0,0.0,3.0,0.0,998.0,86.9352727272727,0.0,998.0,62.8056628056628,22.1442885771543,37.0,3.2972972972973,8.0,16476.9770761124,293.427,345.97
D5 parejo,5,5,Presion alta,Contragolpe,77126,true,2.0,0.0,2.0,6.0,55.2734375,44.0,25.0,55.0,2.0,0.0,0.0,1.0,0.0,1054.0,86.1236363636364,0.0,1054.0,59.7189695550351,18.9753320683112,37.0,3.44594594594595,9.0,16986.2334760981,323.288,356.828
D5 parejo,5,5,Presion alta,Contragolpe,77139,true,0.0,0.0,0.0,5.0,41.9213973799127,37.0,18.0,49.0,3.0,0.0,0.0,2.0,0.0,1007.0,87.0825454545454,0.0,1007.0,57.3248407643312,22.0456802383317,32.0,3.515625,7.0,17169.1880683322,287.659,324.477
D5 parejo,5,5,Presion alta,Contragolpe,77152,true,3.0,1.0,2.0,9.0,51.219512195122,42.0,24.0,59.0,1.0,0.0,0.0,1.0,0.0,969.0,89.5010909090909,0.0,969.0,61.1735330836454,17.3374613003096,41.0,2.98780487804878,6.0,18470.0882090795,297.389,334.469
D5 parejo,5,5,Presion alta,Contragolpe,77165,true,3.0,0.0,3.0,7.0,49.5475113122172,44.0,18.0,58.0,2.0,0.0,1.0,1.0,0.0,981.0,89.3898181818182,0.0,981.0,55.9539052496799,20.3873598369011,32.0,3.4140625,5.0,17655.5516200594,289.831,325.425
D5 parejo,5,5,Presion alta,Contragolpe,77178,true,4.0,4.0,0.0,9.0,59.1346153846154,38.0,15.0,51.0,3.0,0.0,0.0,3.0,1.0,988.0,88.5912727272727,0.0,988.0,55.7510148849797,25.2024291497976,29.0,3.55172413793103,7.0,15919.5844271419,272.278,303.981
D5 parejo,5,5,Presion alta,Contragolpe,77191,true,3.0,3.0,0.0,7.0,58.7654320987654,40.0,12.0,49.0,3.0,0.0,0.0,3.0,0.0,962.0,93.3465454545455,0.0,962.0,53.9597315436242,22.5571725571726,25.0,4.02,5.0,17853.3864475278,272.753,306.236
D5 parejo,5,5,Presion alta,Contragolpe,77204,true,2.0,1.0,1.0,6.0,56.3318777292576,38.0,23.0,53.0,3.0,0.0,0.0,1.0,0.0,994.0,86.5621818181818,0.0,994.0,57.124842370744,20.2213279678068,39.0,2.90384615384615,11.0,17234.9118594992,297.23,334.709
D5 parejo,5,5,Presion alta,Contragolpe,77217,true,3.0,3.0,0.0,9.0,55.3684210526316,33.0,21.0,48.0,2.0,0.0,0.0,1.0,0.0,1027.0,85.9174545454545,0.0,1027.0,60.6958762886598,24.4401168451801,35.0,3.36428571428571,4.0,15413.2757123751,301.892,332.766
D5 parejo,5,5,Presion alta,Contragolpe,77230,true,2.0,1.0,1.0,7.0,54.6082949308756,31.0,11.0,37.0,2.0,0.0,0.0,1.0,0.0,963.0,85.3250909090909,0.0,963.0,56.9906790945406,22.0145379023884,29.0,3.68965517241379,6.0,16607.9794855042,272.168,301.175
D5 parejo,5,5,Presion alta,Contragolpe,77243,true,3.0,1.0,2.0,10.0,51.0869565217391,44.0,19.0,58.0,1.0,0.0,0.0,1.0,0.0,1003.0,88.8989090909091,0.0,1003.0,57.8814627994956,20.9371884346959,35.0,3.27857142857143,8.0,16288.5142923372,296.772,330.857
D5 favorito,5,8,Tiki taka,Juego directo,77100,true,7.0,7.0,0.0,14.0,53.9772727272727,51.0,15.0,57.0,4.0,0.0,0.0,0.0,0.0,1005.0,89.0854545454545,0.0,1005.0,55.7692307692308,37.910447761194,33.0,2.63636363636364,11.0,13877.7154558456,239.71,296.247
D5 favorito,5,8,Tiki taka,Juego directo,77113,true,4.0,4.0,0.0,11.0,60.7375271149675,46.0,16.0,59.0,4.0,0.0,0.0,3.0,1.0,1033.0,86.7683636363636,0.0,1033.0,62.431693989071,29.1384317521781,27.0,4.23148148148148,8.0,14739.3326849973,265.381,304.504
D5 favorito,5,8,Tiki taka,Juego directo,77126,true,4.0,4.0,0.0,14.0,44.9664429530201,46.0,22.0,58.0,1.0,0.0,0.0,1.0,0.0,1066.0,87.2723636363636,0.0,1066.0,59.4125500667557,29.7373358348968,39.0,2.8525641025641,13.0,14969.2918682853,292.295,334.247
D5 favorito,5,8,Tiki taka,Juego directo,77139,true,3.0,3.0,0.0,12.0,52.4509803921569,42.0,23.0,56.0,5.0,0.0,0.0,3.0,0.0,1055.0,84.7850909090909,0.0,1055.0,60.3576751117735,36.3981042654028,37.0,2.73648648648649,13.0,13902.4617961458,277.589,309.893
D5 favorito,5,8,Tiki taka,Juego directo,77152,true,8.0,8.0,0.0,10.0,58.5201793721973,54.0,24.0,67.0,1.0,0.0,0.0,1.0,0.0,962.0,84.6345454545455,0.0,962.0,66.9184290030211,31.1850311850312,34.0,3.25735294117647,7.0,14276.9552751152,267.378,298.471
D5 favorito,5,8,Tiki taka,Juego directo,77165,true,2.0,2.0,0.0,5.0,57.0824524312896,53.0,28.0,72.0,4.0,1.0,0.0,1.0,0.0,1009.0,89.5109090909091,0.0,1009.0,60.1023017902813,22.4975222993062,40.0,2.9375,7.0,16265.6020756527,308.84,345.552
D5 favorito,5,8,Tiki taka,Juego directo,77178,true,5.0,5.0,0.0,7.0,53.3487297921478,49.0,20.0,64.0,4.0,0.0,0.0,1.0,0.0,1004.0,86.9778181818182,0.0,1004.0,59.1160220994475,27.8884462151394,35.0,3.05714285714286,10.0,14313.3585368569,283.06,322.445
D5 favorito,5,8,Tiki taka,Juego directo,77191,true,6.0,6.0,0.0,8.0,60.8,49.0,16.0,64.0,2.0,0.0,2.0,0.0,0.0,960.0,91.0981818181818,0.0,960.0,53.6796536796537,27.8125,29.0,3.20689655172414,7.0,15398.1552261775,265.554,295.849
D5 favorito,5,8,Tiki taka,Juego directo,77204,true,8.0,8.0,0.0,14.0,64.1148325358852,45.0,23.0,57.0,3.0,0.0,0.0,2.0,0.0,1006.0,88.0512727272727,0.0,1006.0,64.5510835913313,35.7852882703777,38.0,2.74342105263158,15.0,13587.2185999062,271.606,306.677
D5 favorito,5,8,Tiki taka,Juego directo,77217,true,7.0,7.0,0.0,9.0,60.2564102564103,45.0,19.0,60.0,3.0,0.0,0.0,2.0,0.0,1005.0,85.7538181818182,0.0,1005.0,57.6576576576577,33.7313432835821,34.0,2.82352941176471,7.0,12972.0023205624,261.759,302.834
D5 favorito,5,8,Tiki taka,Juego directo,77230,true,4.0,4.0,0.0,9.0,68.0434782608696,38.0,13.0,48.0,4.0,0.0,0.0,2.0,0.0,971.0,85.564,0.0,971.0,61.7050067658999,23.8928939237899,30.0,3.8,5.0,16247.4608588823,278.715,310.613
D5 favorito,5,8,Tiki taka,Juego directo,77243,true,7.0,7.0,0.0,15.0,61.1731843575419,42.0,17.0,56.0,2.0,0.0,0.0,1.0,0.0,960.0,88.1396363636364,0.0,960.0,57.9288025889968,35.625,29.0,3.08620689655172,11.0,13052.4563366464,246.652,279.915
D5 favorito,5,8,Presion alta,Contragolpe,77100,true,8.0,8.0,0.0,11.0,56.7134268537074,40.0,22.0,48.0,2.0,0.0,0.0,1.0,0.0,1005.0,84.6247272727273,0.0,1005.0,66.8005354752343,25.6716417910448,35.0,3.56428571428571,11.0,15378.5067703637,279.854,337.602
D5 favorito,5,8,Presion alta,Contragolpe,77113,true,5.0,5.0,0.0,11.0,55.1643192488263,31.0,21.0,47.0,3.0,0.0,0.0,3.0,0.0,1015.0,85.7407272727273,0.0,1015.0,60.5755395683453,31.5270935960591,34.0,3.09558823529412,8.0,13561.0998168383,261.478,292.309
D5 favorito,5,8,Presion alta,Contragolpe,77126,true,3.0,3.0,0.0,9.0,53.2128514056225,33.0,25.0,48.0,5.0,0.0,0.0,1.0,0.0,1061.0,85.5149090909091,0.0,1061.0,64.6133682830931,28.0867106503299,36.0,3.42361111111111,13.0,14907.5655568103,298.035,336.746
D5 favorito,5,8,Presion alta,Contragolpe,77139,true,4.0,4.0,0.0,9.0,58.2278481012658,27.0,25.0,44.0,1.0,1.0,0.0,1.0,0.0,985.0,84.3661818181818,0.0,985.0,63.7602179836512,25.4822335025381,40.0,2.925,12.0,14195.5251726072,282.249,313.715
D5 favorito,5,8,Presion alta,Contragolpe,77152,true,4.0,4.0,0.0,12.0,59.4965675057208,31.0,23.0,44.0,4.0,0.0,0.0,2.0,0.0,960.0,85.0861818181818,0.0,960.0,65.9574468085106,31.4583333333333,35.0,3.1,7.0,14267.77794411,263.537,292.904
D5 favorito,5,8,Presion alta,Contragolpe,77165,true,4.0,2.0,2.0,11.0,51.5723270440252,35.0,24.0,46.0,2.0,0.0,0.0,0.0,0.0,1042.0,83.9898181818182,0.0,1042.0,62.8989361702128,27.831094049904,39.0,3.03205128205128,9.0,15282.2114442057,293.496,330.761
D5 favorito,5,8,Presion alta,Contragolpe,77178,true,6.0,6.0,0.0,8.0,63.7231503579952,38.0,18.0,53.0,1.0,0.0,0.0,1.0,0.0,960.0,86.4083636363636,0.0,960.0,58.1460674157303,25.8333333333333,29.0,3.56896551724138,8.0,15831.4285380803,276.642,303.176
D5 favorito,5,8,Presion alta,Contragolpe,77191,true,5.0,5.0,0.0,10.0,49.1764705882353,45.0,19.0,62.0,2.0,0.0,0.0,0.0,0.0,1010.0,89.6516363636364,0.0,1010.0,57.1815718157182,26.9306930693069,33.0,3.1969696969697,11.0,16123.681079775,276.968,309.348
D5 favorito,5,8,Presion alta,Contragolpe,77204,true,6.0,6.0,0.0,11.0,61.9246861924686,33.0,27.0,43.0,4.0,0.0,0.0,1.0,0.0,1012.0,84.5003636363636,0.0,1012.0,66.4325842696629,29.6442687747036,42.0,2.81547619047619,15.0,14248.7823836128,291.211,322.708
D5 favorito,5,8,Presion alta,Contragolpe,77217,true,5.0,5.0,0.0,8.0,62.9166666666667,42.0,18.0,53.0,1.0,0.0,0.0,0.0,0.0,1015.0,84.376,0.0,1015.0,62.1903520208605,24.4334975369458,29.0,4.11206896551724,5.0,14667.38680655,291.74,323.969
D5 favorito,5,8,Presion alta,Contragolpe,77230,true,3.0,3.0,0.0,7.0,61.1241217798595,29.0,17.0,45.0,5.0,0.0,0.0,2.0,0.0,964.0,85.7538181818182,0.0,964.0,60.431654676259,27.9045643153527,29.0,3.62068965517241,11.0,14327.361588831,258.18,297.09
D5 favorito,5,8,Presion alta,Contragolpe,77243,true,6.0,6.0,0.0,11.0,61.6666666666667,25.0,19.0,40.0,2.0,1.0,0.0,1.0,0.0,1005.0,86.7912727272727,0.0,1005.0,57.3268921095008,38.2089552238806,33.0,2.6969696969697,13.0,12468.4149026828,256.388,291.553
D10 parejo,10,10,Tiki taka,Juego directo,77100,true,1.0,1.0,0.0,5.0,60.5960264900662,54.0,31.0,72.0,2.0,0.0,0.0,0.0,0.0,1004.0,82.5498181818182,0.0,1004.0,71.2589073634204,16.1354581673307,43.0,3.48837209302326,16.0,14724.6732924656,308.145,336.343
D10 parejo,10,10,Tiki taka,Juego directo,77113,true,1.0,1.0,0.0,5.0,50.873786407767,47.0,20.0,56.0,3.0,0.0,0.0,3.0,0.0,985.0,87.0923636363636,0.0,985.0,63.151364764268,18.1725888324873,34.0,3.74264705882353,10.0,15228.8258393122,280.189,319.291
D10 parejo,10,10,Tiki taka,Juego directo,77126,true,3.0,0.0,3.0,4.0,53.740157480315,49.0,29.0,69.0,3.0,1.0,0.0,1.0,0.0,1007.0,84.3236363636364,0.0,1007.0,64.819587628866,22.9394240317776,43.0,2.92441860465116,12.0,13174.2469431495,306.407,343.799
D10 parejo,10,10,Tiki taka,Juego directo,77139,true,1.0,1.0,0.0,6.0,48.7128712871287,42.0,25.0,56.0,3.0,0.0,0.0,1.0,0.0,960.0,81.8985454545455,0.0,960.0,63.0710659898477,17.9166666666667,40.0,3.10625,11.0,13916.4391938848,288.008,321.492
D10 parejo,10,10,Tiki taka,Juego directo,77152,true,2.0,2.0,0.0,8.0,50.2529510961214,48.0,29.0,62.0,2.0,0.0,1.0,2.0,0.0,1098.0,78.7043636363636,0.0,1098.0,70.5250596658711,23.6794171220401,42.0,3.51785714285714,12.0,15114.6813804748,321.472,367.879
D10 parejo,10,10,Tiki taka,Juego directo,77165,true,1.0,0.0,1.0,7.0,48.8505747126437,49.0,30.0,65.0,2.0,0.0,0.0,2.0,0.0,1036.0,84.0323636363636,0.0,1036.0,64.75,22.7799227799228,43.0,3.01162790697674,16.0,13763.0097926028,312.544,345.716
D10 parejo,10,10,Tiki taka,Juego directo,77178,true,1.0,1.0,0.0,4.0,41.9417475728155,41.0,27.0,57.0,4.0,0.0,0.0,3.0,1.0,1035.0,83.296,0.0,1035.0,63.4207240948814,22.6086956521739,43.0,2.95348837209302,11.0,14255.7388054933,304.836,339.371
D10 parejo,10,10,Tiki taka,Juego directo,77191,true,5.0,5.0,0.0,11.0,61.038961038961,49.0,26.0,67.0,2.0,0.0,0.0,1.0,0.0,1026.0,85.4592727272727,0.0,1026.0,60.5263157894737,25.9259259259259,42.0,2.73809523809524,15.0,14736.1715417039,296.552,328.866
D10 parejo,10,10,Tiki taka,Juego directo,77204,true,4.0,3.0,1.0,8.0,53.2494758909853,46.0,23.0,55.0,2.0,0.0,0.0,1.0,0.0,1057.0,83.4661818181818,0.0,1057.0,62.4338624338624,28.476821192053,36.0,3.27777777777778,12.0,14436.7347368304,291.982,336.221
D10 parejo,10,10,Tiki taka,Juego directo,77217,true,2.0,1.0,1.0,6.0,46.6814159292035,46.0,21.0,64.0,3.0,0.0,0.0,0.0,0.0,963.0,87.9236363636364,0.0,963.0,58.562091503268,20.5607476635514,33.0,3.39393939393939,3.0,15078.9520791613,272.148,306.782
D10 parejo,10,10,Tiki taka,Juego directo,77230,true,3.0,2.0,1.0,7.0,58.9098532494759,44.0,23.0,61.0,3.0,1.0,0.0,2.0,0.0,1018.0,79.1461818181818,0.0,1018.0,62.5994694960212,25.9332023575639,34.0,3.47058823529412,12.0,13580.6631824494,314.464,315.344
D10 parejo,10,10,Tiki taka,Juego directo,77243,true,1.0,0.0,1.0,11.0,47.6987447698745,43.0,27.0,64.0,1.0,0.0,0.0,0.0,0.0,1093.0,84.9225454545455,0.0,1093.0,60.5867346938776,28.2708142726441,44.0,2.69886363636364,14.0,14311.9599231915,300.033,338.329
D10 parejo,10,10,Presion alta,Contragolpe,77100,true,1.0,1.0,0.0,7.0,51.7006802721088,31.0,21.0,46.0,5.0,0.0,0.0,1.0,0.0,1025.0,82.1603636363636,0.0,1025.0,61.0955056179775,30.5365853658537,29.0,3.75,6.0,13916.3311542285,261.601,299.316
D10 parejo,10,10,Presion alta,Contragolpe,77113,true,1.0,1.0,0.0,5.0,50.3846153846154,28.0,29.0,38.0,3.0,0.0,0.0,2.0,0.0,996.0,81.5418181818182,0.0,996.0,68.3510638297872,24.4979919678715,41.0,3.13414634146341,14.0,13294.4705158089,277.758,311.659
D10 parejo,10,10,Presion alta,Contragolpe,77126,true,3.0,1.0,2.0,6.0,51.268115942029,35.0,26.0,43.0,3.0,0.0,0.0,2.0,0.0,1010.0,82.72,0.0,1010.0,70.8926261319534,23.4653465346535,37.0,3.7027027027027,11.0,12840.5188249868,303.467,338.528
D10 parejo,10,10,Presion alta,Contragolpe,77139,true,1.0,1.0,0.0,6.0,56.2992125984252,31.0,28.0,40.0,3.0,0.0,0.0,3.0,0.0,993.0,80.1050909090909,0.0,993.0,66.6666666666667,24.4712990936556,40.0,3.125,10.0,13580.3683536108,288.205,323.066
D10 parejo,10,10,Presion alta,Contragolpe,77152,true,4.0,2.0,2.0,9.0,47.1698113207547,33.0,31.0,47.0,3.0,0.0,0.0,2.0,0.0,1050.0,80.8021818181818,0.0,1050.0,65.7821229050279,31.8095238095238,43.0,2.73837209302326,11.0,13152.8341399126,283.444,313.346
D10 parejo,10,10,Presion alta,Contragolpe,77165,true,3.0,1.0,2.0,10.0,59.2,33.0,26.0,46.0,4.0,1.0,0.0,3.0,0.0,1045.0,82.8836363636364,0.0,1045.0,69.5652173913043,31.7703349282297,42.0,2.95238095238095,16.0,11461.7371275548,284.266,317.585
D10 parejo,10,10,Presion alta,Contragolpe,77178,true,1.0,1.0,0.0,5.0,59.0062111801242,34.0,22.0,46.0,5.0,0.0,0.0,2.0,0.0,1013.0,82.9850909090909,0.0,1013.0,65.9751037344398,28.6278381046397,33.0,3.61363636363636,8.0,12848.8964970708,287.405,322.161
D10 parejo,10,10,Presion alta,Contragolpe,77191,true,5.0,5.0,0.0,9.0,61.8483412322275,41.0,20.0,54.0,2.0,0.0,0.0,1.0,0.0,960.0,85.5149090909091,0.0,960.0,58.8732394366197,26.0416666666667,27.0,3.87037037037037,13.0,13619.3246472068,263.424,303.219
D10 parejo,10,10,Presion alta,Contragolpe,77204,true,1.0,1.0,0.0,4.0,52.5423728813559,40.0,31.0,46.0,4.0,1.0,0.0,2.0,0.0,993.0,80.0952727272727,0.0,993.0,72.4351050679852,18.5297079556898,41.0,3.57317073170732,13.0,14504.6315233362,312.693,380.211
D10 parejo,10,10,Presion alta,Contragolpe,77217,true,2.0,2.0,0.0,3.0,66.2608695652174,37.0,25.0,48.0,4.0,0.0,0.0,1.0,0.0,1089.0,80.2949090909091,0.0,1089.0,70.9637046307885,26.6299357208448,34.0,4.16911764705882,7.0,12351.3538116802,313.878,355.267
D10 parejo,10,10,Presion alta,Contragolpe,77230,true,3.0,3.0,0.0,5.0,61.849710982659,39.0,18.0,48.0,4.0,0.0,0.0,1.0,0.0,1010.0,80.8316363636363,0.0,1010.0,68.0371352785146,25.3465346534653,26.0,4.93269230769231,5.0,13039.0074618829,280.906,316.199
D10 parejo,10,10,Presion alta,Contragolpe,77243,true,1.0,0.0,1.0,9.0,45.4372623574144,31.0,23.0,39.0,2.0,0.0,0.0,0.0,0.0,968.0,81.5025454545455,0.0,968.0,68.5452162516383,21.1776859504132,35.0,3.73571428571429,7.0,12173.9383479176,283.804,315.211
D10 tapado,10,7,Tiki taka,Juego directo,77100,true,2.0,0.0,2.0,6.0,50.2857142857143,47.0,24.0,57.0,3.0,0.0,0.0,0.0,0.0,1009.0,84.2352727272727,0.0,1009.0,66.2849872773537,22.1010901883053,35.0,3.72142857142857,11.0,15079.1780586304,299.799,328.915
D10 tapado,10,7,Tiki taka,Juego directo,77113,true,3.0,0.0,3.0,10.0,44.6428571428571,40.0,14.0,54.0,3.0,1.0,0.0,2.0,0.0,1018.0,84.5069090909091,0.0,1018.0,61.6666666666667,29.2730844793713,28.0,3.96428571428571,6.0,13389.0988991088,276.352,311.03
D10 tapado,10,7,Tiki taka,Juego directo,77126,true,0.0,0.0,0.0,5.0,55.1401869158879,46.0,17.0,59.0,7.0,0.0,0.0,3.0,0.0,961.0,85.6392727272727,0.0,961.0,57.8146611341632,24.7658688865765,29.0,3.60344827586207,6.0,14488.1613085701,272.965,312.227
D10 tapado,10,7,Tiki taka,Juego directo,77139,true,1.0,0.0,1.0,5.0,43.4535104364326,42.0,29.0,62.0,3.0,0.0,1.0,3.0,1.0,1021.0,84.6149090909091,0.0,1021.0,62.9362214199759,18.6092066601371,40.0,3.26875,12.0,16087.9806760587,311.786,340.091
D10 tapado,10,7,Tiki taka,Juego directo,77152,true,4.0,2.0,2.0,8.0,50.4444444444444,45.0,20.0,61.0,1.0,0.0,2.0,1.0,0.0,965.0,88.408,0.0,965.0,59.9732262382865,22.5906735751295,30.0,3.73333333333333,6.0,15356.449623177,282.13,319.139
D10 tapado,10,7,Tiki taka,Juego directo,77165,true,6.0,0.0,6.0,14.0,42.1768707482993,40.0,25.0,63.0,1.0,0.0,0.0,1.0,0.0,1054.0,87.9465454545455,0.0,1054.0,61.5384615384615,32.1631878557875,37.0,2.97297297297297,10.0,13428.3783795126,289.775,328.632
D10 tapado,10,7,Tiki taka,Juego directo,77178,true,6.0,1.0,5.0,8.0,40.0,38.0,14.0,55.0,3.0,0.0,0.0,1.0,0.0,960.0,88.4603636363636,0.0,960.0,57.4047954866008,26.1458333333333,34.0,2.99264705882353,4.0,15002.4246725592,277.067,310.503
D10 tapado,10,7,Tiki taka,Juego directo,77191,true,1.0,1.0,0.0,6.0,51.0721247563353,51.0,19.0,60.0,3.0,0.0,0.0,3.0,1.0,988.0,85.6130909090909,0.0,988.0,62.026862026862,17.1052631578947,37.0,3.43243243243243,9.0,16345.157984639,289.054,323.878
D10 tapado,10,7,Tiki taka,Juego directo,77204,true,4.0,0.0,4.0,7.0,47.1544715447154,44.0,26.0,57.0,2.0,0.0,0.0,1.0,0.0,1057.0,83.7672727272727,0.0,1057.0,64.4736842105263,28.0983916745506,39.0,3.14102564102564,8.0,14042.2379846212,334.066,332.646
D10 tapado,10,7,Tiki taka,Juego directo,77217,true,1.0,0.0,1.0,8.0,52.1276595744681,42.0,18.0,57.0,2.0,0.0,1.0,1.0,0.0,998.0,83.7410909090909,0.0,998.0,61.3157894736842,23.8476953907816,35.0,3.32857142857143,12.0,13242.1422429344,279.857,315.665
D10 tapado,10,7,Tiki taka,Juego directo,77230,true,1.0,0.0,1.0,6.0,54.6313799621928,35.0,26.0,50.0,1.0,0.0,0.0,1.0,0.0,960.0,81.7316363636364,0.0,960.0,66.2468513853904,17.2916666666667,37.0,3.55405405405405,9.0,15117.0244112085,292.2,326.049
D10 tapado,10,7,Tiki taka,Juego directo,77243,true,4.0,0.0,4.0,7.0,44.131455399061,41.0,16.0,55.0,4.0,0.0,0.0,1.0,0.0,969.0,84.2483636363636,0.0,969.0,59.0973201692525,26.8317853457172,30.0,3.49166666666667,1.0,12770.9034411283,278.465,308.861
D10 tapado,10,7,Presion alta,Contragolpe,77100,true,4.0,0.0,4.0,7.0,42.1161825726141,36.0,23.0,55.0,4.0,0.0,0.0,0.0,0.0,1099.0,84.4152727272727,0.0,1099.0,61.2323491655969,29.1173794358508,34.0,3.50735294117647,8.0,13956.6576043075,298.053,338.751
D10 tapado,10,7,Presion alta,Contragolpe,77113,true,2.0,0.0,2.0,4.0,44.9897750511247,34.0,23.0,46.0,4.0,0.0,0.0,3.0,1.0,985.0,83.8818181818182,0.0,985.0,61.5089514066496,20.6091370558376,35.0,3.43571428571429,8.0,15487.1473711195,266.539,297.505
D10 tapado,10,7,Presion alta,Contragolpe,77126,true,4.0,0.0,4.0,9.0,50.9090909090909,33.0,30.0,45.0,5.0,0.0,0.0,1.0,0.0,1019.0,81.7872727272727,0.0,1019.0,67.3103448275862,28.8518155053974,46.0,2.65217391304348,16.0,12258.6336659647,283.695,314.004
D10 tapado,10,7,Presion alta,Contragolpe,77139,true,4.0,0.0,4.0,4.0,41.8650793650794,34.0,27.0,48.0,2.0,1.0,0.0,1.0,0.0,968.0,82.0850909090909,0.0,968.0,65.4353562005277,21.6942148760331,40.0,3.1,11.0,14619.7235416215,294.189,328.249
D10 tapado,10,7,Presion alta,Contragolpe,77152,true,4.0,0.0,4.0,8.0,38.9583333333333,37.0,22.0,50.0,4.0,0.0,0.0,3.0,1.0,1035.0,79.9807272727273,0.0,1035.0,64.2375168690958,28.4057971014493,25.0,4.76,3.0,13332.3138498234,281.125,320.443
D10 tapado,10,7,Presion alta,Contragolpe,77165,true,4.0,0.0,4.0,12.0,48.2993197278912,32.0,22.0,52.0,3.0,0.0,0.0,1.0,0.0,995.0,85.1549090909091,0.0,995.0,63.2947976878613,30.4522613065327,39.0,2.80769230769231,15.0,12894.7116487609,267.26,306.905
D10 tapado,10,7,Presion alta,Contragolpe,77178,true,2.0,0.0,2.0,4.0,52.8455284552846,32.0,29.0,47.0,5.0,0.0,0.0,2.0,0.0,1061.0,82.0130909090909,0.0,1061.0,65.8536585365854,30.4429783223374,43.0,2.82558139534884,11.0,13566.8603132118,293.16,330.906
D10 tapado,10,7,Presion alta,Contragolpe,77191,true,1.0,0.0,1.0,4.0,47.9846449136276,41.0,26.0,54.0,5.0,0.0,0.0,2.0,0.0,966.0,82.6905454545454,0.0,966.0,65.5612244897959,18.8405797101449,39.0,3.29487179487179,8.0,15861.1950415065,298.242,327.348
D10 tapado,10,7,Presion alta,Contragolpe,77204,true,5.0,0.0,5.0,8.0,43.8818565400844,40.0,24.0,53.0,3.0,0.0,0.0,2.0,0.0,961.0,83.1585454545455,0.0,961.0,64.7302904564315,24.7658688865765,40.0,2.925,9.0,14034.929564808,280.041,309.021
D10 tapado,10,7,Presion alta,Contragolpe,77217,true,4.0,1.0,3.0,8.0,55.5343511450382,40.0,24.0,46.0,3.0,0.0,0.0,0.0,0.0,1010.0,80.9101818181818,0.0,1010.0,69.6644295302013,26.2376237623762,41.0,3.16463414634146,10.0,12809.4960510152,276.166,313.29
D10 tapado,10,7,Presion alta,Contragolpe,77230,true,4.0,1.0,3.0,7.0,52.5821596244131,29.0,16.0,35.0,2.0,0.0,1.0,1.0,0.0,1009.0,80.8676363636364,0.0,1009.0,61.2573099415205,32.2101090188305,33.0,3.17424242424242,9.0,12635.8282217342,254.692,288.376
D10 tapado,10,7,Presion alta,Contragolpe,77243,true,4.0,0.0,4.0,8.0,44.6315789473684,36.0,23.0,46.0,5.0,1.0,0.0,2.0,0.0,1009.0,79.984,0.0,1009.0,65.8707865168539,29.4350842418236,34.0,3.44852941176471,8.0,12459.6598373881,278.194,314.484
