escenario,division_a,division_b,estilo_a,estilo_b,semilla,coincide_con_fotogramas,goles,goles_local,goles_visitante,tiros,posesion_pct,pases,perdidas,pases_intentados,faltas,penales,offsides,amarillas,rojas,ticks,resistencia_final_pct,mitades_cortadas,fotogramas,controlada_pct,pelota_parada_pct,posesiones,duracion_posesion_seg,recuperaciones_altas,separacion_lineas_m,recorrido_total_m,ms_sin_fotogramas,ms_con_fotogramas
D1 parejo,1,1,Presion alta,Contragolpe,77178,true,1.0,0.0,1.0,8.0,49.890590809628,31.0,17.0,45.0,4.0,0.0,0.0,2.0,0.0,961.0,91.8901818181818,0.0,961.0,61.6326530612245,23.5171696149844,38.0,2.98026315789474,10.0,39.5665940282218,18946.1145941086,665.583,742.58
D1 parejo,1,1,Presion alta,Contragolpe,77191,true,3.0,3.0,0.0,7.0,52.5510204081633,44.0,11.0,55.0,4.0,1.0,0.0,2.0,0.0,963.0,95.1727272727273,0.0,963.0,50.4539559014267,19.9376947040498,22.0,4.42045454545455,1.0,43.0633664030355,20129.6038598949,651.905,714.799
D1 parejo,1,1,Presion alta,Contragolpe,77204,true,3.0,2.0,1.0,11.0,55.1807228915663,36.0,14.0,51.0,1.0,0.0,0.0,1.0,0.0,968.0,94.0338181818182,0.0,968.0,55.0531914893617,22.3140495867769,36.0,2.875,5.0,39.0852436959315,19306.8762088074,677.876,717.974
D1 parejo,1,1,Presion alta,Contragolpe,77217,true,5.0,5.0,0.0,9.0,58.1749049429658,37.0,17.0,47.0,0.0,0.0,0.0,0.0,0.0,960.0,90.6727272727273,0.0,960.0,66.751269035533,17.9166666666667,37.0,3.55405405405405,3.0,40.032023874099,19298.3950239345,689.877,748.931
D1 parejo,1,1,Presion alta,Contragolpe,77230,true,3.0,3.0,0.0,14.0,53.5564853556485,35.0,16.0,51.0,0.0,0.0,0.0,0.0,0.0,960.0,92.3974545454545,0.0,960.0,58.4766584766585,15.2083333333333,37.0,3.21621621621622,9.0,41.9225194456463,19481.3232700186,711.028,727.392
D1 parejo,1,1,Presion alta,Contragolpe,77243,true,1.0,1.0,0.0,11.0,48.5849056603774,41.0,14.0,53.0,5.0,1.0,0.0,1.0,0.0,1001.0,93.5265454545455,0.0,1001.0,55.4089709762533,24.2757242757243,30.0,3.5,7.0,38.8049996235955,18556.9143132012,688.443,747.453
D1 favorito,1,4,Tiki taka,Juego directo,77100,true,6.0,6.0,0.0,13.0,54.653937947494,40.0,25.0,55.0,1.0,0.0,0.0,0.0,0.0,961.0,91.2978181818182,0.0,961.0,58.1232492997199,25.7023933402706,41.0,2.53048780487805,10.0,41.4874971233458,16540.6919173047,645.98,712.248
D1 favorito,1,4,Tiki taka,Juego directo,77113,true,4.0,4.0,0.0,10.0,56.2962962962963,38.0,12.0,52.0,4.0,0.0,0.0,4.0,0.0,960.0,93.5854545454545,0.0,960.0,55.0964187327824,24.375,27.0,3.7037037037037,5.0,39.9125645714502,17352.3258000476,612.42,659.398
D1 favorito,1,4,Tiki taka,Juego directo,77126,true,2.0,2.0,0.0,9.0,58.4795321637427,57.0,17.0,71.0,2.0,0.0,0.0,0.0,0.0,964.0,92.5938181818182,0.0,964.0,61.5942028985507,14.1078838174274,33.0,3.86363636363636,7.0,41.1167750390235,19265.673289062,764.788,830.688
D1 favorito,1,4,Tiki taka,Juego directo,77139,true,5.0,5.0,0.0,8.0,55.079006772009,44.0,23.0,63.0,3.0,0.0,1.0,1.0,0.0,1021.0,90.0149090909091,0.0,1021.0,59.0296495956873,27.3261508325171,41.0,2.67073170731707,8.0,35.3855340932432,17334.2360696328,650.962,730.313
D1 favorito,1,4,Tiki taka,Juego directo,77152,true,5.0,5.0,0.0,11.0,44.5238095238095,44.0,22.0,57.0,4.0,0.0,0.0,2.0,0.0,963.0,91.3207272727273,0.0,963.0,59.4864479315264,27.2066458982347,39.0,2.67307692307692,10.0,36.6227644882935,17477.1884907735,623.279,674.181
D1 favorito,1,4,Tiki taka,Juego directo,77165,true,5.0,5.0,0.0,12.0,54.4018058690745,46.0,25.0,71.0,2.0,0.0,1.0,1.0,0.0,1007.0,92.1716363636364,0.0,1007.0,58.8785046728972,25.6206554121152,42.0,2.625,8.0,38.3324453750413,16883.1460515332,685.044,741.203
D1 favorito,1,4,Tiki taka,Juego directo,77178,true,5.0,4.0,1.0,10.0,52.5469168900804,41.0,15.0,59.0,4.0,0.0,0.0,1.0,0.0,962.0,92.692,0.0,962.0,56.441717791411,32.2245322245322,30.0,3.06666666666667,3.0,39.0907031563689,16537.0709968783,601.438,668.624
D1 favorito,1,4,Tiki taka,Juego directo,77191,true,6.0,6.0,0.0,11.0,57.5242718446602,50.0,14.0,63.0,0.0,0.0,0.0,0.0,0.0,961.0,92.2403636363636,0.0,961.0,54.8862115127175,22.2684703433923,32.0,3.203125,3.0,41.1033511240066,18276.8770322259,651.716,716.746
D1 favorito,1,4,Tiki taka,Juego directo,77204,true,5.0,5.0,0.0,13.0,55.4054054054054,49.0,17.0,61.0,1.0,0.0,0.0,0.0,0.0,960.0,91.7036363636364,0.0,960.0,59.0909090909091,22.0833333333333,40.0,2.7625,10.0,38.5684308996578,18667.9997924964,676.574,761.453
D1 favorito,1,4,Tiki taka,Juego directo,77217,true,5.0,5.0,0.0,12.0,56.5410199556541,46.0,21.0,60.0,3.0,0.0,0.0,1.0,0.0,993.0,89.0527272727273,0.0,993.0,61.7403314917127,27.0896273917422,35.0,3.19285714285714,8.0,38.4844703615267,16789.6283731218,657.208,687.604
D1 favorito,1,4,Tiki taka,Juego directo,77230,true,6.0,6.0,0.0,12.0,51.2690355329949,36.0,21.0,51.0,2.0,0.0,0.0,0.0,0.0,960.0,91.4614545454545,0.0,960.0,58.5329341317365,30.4166666666667,36.0,2.71527777777778,9.0,41.7977244497336,14897.3162358373,591.741,662.597
D1 favorito,1,4,Tiki taka,Juego directo,77243,true,2.0,2.0,0.0,8.0,59.1324200913242,46.0,23.0,65.0,4.0,0.0,0.0,3.0,1.0,1043.0,92.8229090909091,0.0,1043.0,57.7896138482024,27.9961649089166,32.0,3.390625,8.0,37.8616237949005,16507.1206256719,669.197,739.561
D1 favorito,1,4,Presion alta,Contragolpe,77100,true,5.0,5.0,0.0,12.0,66.4335664335664,30.0,17.0,42.0,3.0,0.0,0.0,0.0,0.0,985.0,89.3603636363636,0.0,985.0,62.7019089574156,30.8629441624365,22.0,4.85227272727273,5.0,41.1568495693399,15892.6879482091,582.063,656.704
D1 favorito,1,4,Presion alta,Contragolpe,77113,true,6.0,5.0,1.0,7.0,59.0389016018307,23.0,22.0,42.0,4.0,1.0,0.0,3.0,0.0,960.0,89.5567272727273,0.0,960.0,64.5209580838323,30.4166666666667,28.0,3.84821428571429,5.0,41.1890431730994,16336.2261042339,616.991,661.179
